id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,area
17317250,The Holly House - Blue Room,80039187,Michael,,Ramsey,44.99781383,-93.16014355,Private room,34,2,19,8/1/2018,1.38,2,235,TwinCitiesMSA
17327505,"Contemporary lower level with 70"" flat screen",8026443,Patrick,,Scott,44.72748599,-93.43583407,Entire home/apt,120,2,18,7/29/2018,1.14,1,160,TwinCitiesMSA
17327736,Lake home on 1 acre 6 mi to downtown Minneapolis,18774216,James,,Anoka,45.0409197,-93.2279838,Private room,110,2,1,5/28/2018,0.42,1,179,TwinCitiesMSA
17331228,Cozy Modern Farmhouse Decor in South Minneapolis,47491508,Tony,,Hennepin,44.91050402,-93.25342103,Entire home/apt,89,3,66,7/15/2018,3.76,1,18,TwinCitiesMSA
17331581,North Loop Townhouse 1.5 miles from Stadium,117022432,Jack,,Hennepin,44.98931957,-93.2710692,Entire home/apt,7500,4,0,,,1,358,TwinCitiesMSA
17331712,2 Bedroom Polished Gem in Powderhorn Park,40000019,Jeremy,,Hennepin,44.94738378,-93.25027955,Entire home/apt,145,2,21,6/22/2018,1.4,1,302,TwinCitiesMSA
17331852,"Minnehaha - Inviting, convenient & spacious",117025836,Dawn,,Hennepin,44.91289709,-93.21262648,Entire home/apt,90,1,42,8/2/2018,4.16,3,126,TwinCitiesMSA
17340949,Modern Farmhouse with river view!,76786401,Jared,,Hennepin,45.15355767,-93.6594015,Entire home/apt,100,3,2,11/23/2017,0.17,1,0,TwinCitiesMSA
17349412,House for NE vs PHI Super Bowl! See Paisley Park,117223051,Julian,,Hennepin,45.06575051,-93.45514468,Entire home/apt,2800,3,0,,,1,358,TwinCitiesMSA
17350118,ENTIRE LOWER LEVEL w/ Private Entry,1248010,Lycel,,Anoka,45.0821588,-93.24139432,Entire home/apt,70,2,2,5/10/2018,0.12,8,342,TwinCitiesMSA
17366451,Behrends  1880 farmhouse on St Croix,117346527,Tim,,Washington,44.7808529,-92.81044431,Entire home/apt,60,2,65,8/4/2018,3.91,1,66,TwinCitiesMSA
17367952,The Jewel of Minneapolis!,92501259,Sam,,Hennepin,44.9667458,-93.28262544,Private room,70,1,122,8/2/2018,6.94,6,49,TwinCitiesMSA
17369135,Lake Calhoun Townhouse,117377788,Mark,,Hennepin,44.95021894,-93.31966156,Private room,350,1,0,,,1,0,TwinCitiesMSA
17380765,"3 Bed, 3 Bath. Entire Home. SUPERBOWL!!!",51518894,Jacob,,Hennepin,45.00974526,-93.24463479,Entire home/apt,300,3,0,,,1,308,TwinCitiesMSA
17382739,Cozy Quarters in the Midway,117484352,Reid,,Ramsey,44.96103104,-93.15827286,Private room,62,1,59,7/29/2018,3.55,1,164,TwinCitiesMSA
