id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
658574,Amazing pano view of the entire Bay,3321090,Julie,,Montclair,37.836113943003674,-122.20539518681161,Entire home/apt,318,2,0,,,1,0
660582,Sunny Garden Studio in quiet Oakland Hills setting,3333302,Elisabeth,,Chabot Park,37.75449705023328,-122.1267654130621,Private room,55,7,0,,,2,196
664033,Beautiful loft in Jack London office space,3353767,Ami,,Acorn-Acorn Industrial,37.80097733770077,-122.28835258927406,Private room,55,5,14,2018-01-22,0.20,1,0
665674,Urban Retreat-Oakland 1 block away,1910565,Jane And Ed,,Piedmont Avenue,37.82305786472827,-122.24940292639054,Entire home/apt,140,3,132,2018-06-13,1.87,1,331
669183,Lg Master Bdrm Ste Oakland/Piedmont,348493,Linda,,Piedmont Avenue,37.82324180036995,-122.24977129514286,Private room,100,3,62,2017-11-20,0.88,1,340
674934,Luxurious Bedroom Suite,661426,Kemar,,Prescott,37.812613022086744,-122.29907041749571,Private room,135,1,1,2016-08-21,0.04,1,359
683598,Private backyard cottage ,3517305,Chris And Barbara,,Bushrod,37.842568098577274,-122.2659728819275,Private room,55,2,335,2018-07-09,4.74,1,181
685044,"Gorgeous, Convenient Temescal Room",3492973,Simone,,Temescal,37.829745206257954,-122.2626305816008,Private room,73,2,130,2018-06-10,1.85,1,332
695110,Solar House - Rm 2 of 2,3230988,Emily,,Oakland Ave-Harrison St,37.81517554515331,-122.26117755107492,Private room,90,1,178,2018-07-12,2.53,2,77
702642,Lovely 2 Plus BR Home w/Garden,3606912,Anki And Jonathan,,Piedmont Avenue,37.82842651805551,-122.25268275033228,Entire home/apt,185,3,60,2018-07-06,0.89,1,111
704975,1br Apartment in oakland border,3622011,Emmi,,Mountain View Cemetery,37.833207580773454,-122.2500230357752,Entire home/apt,160,1,0,,,1,0
713545,Business or Vacation Destination,3672797,Allyson,,Cleveland Heights,37.80866156476644,-122.24353867264452,Entire home/apt,70,3,3,2018-06-21,0.81,1,0
715585,Boutique Garden Apartment -Temescal,3179232,Jordie,,Mosswood,37.82742131011955,-122.26543348678831,Entire home/apt,130,2,244,2018-07-12,3.47,1,242
717000,Foreign & Domestic travelers aloha!,3696289,Hicham,,Frick,37.77354018700304,-122.18921801386222,Private room,49,2,36,2018-05-12,0.61,1,365
719118,A Beautiful colonial home,3709999,Fatimata,,Reservoir Hill-Meadow Brook,37.79027892685259,-122.22766346922033,Private room,94,1,0,,,1,365
721602,"Garden cottage, great location",1462384,Sarah And Alexis,,Fairview Park,37.85081972312343,-122.259976737691,Entire home/apt,118,2,133,2018-07-15,1.91,1,301
721603,Beautiful 1911 California Bungalow,1729034,Philip,,Fairview Park,37.851055528792315,-122.25645473083111,Entire home/apt,135,21,0,,,1,0
740018,"Sunny Room, Full Bath, Own Entrance",1357483,Andrea,,Lakeshore,37.81656087244545,-122.2405933891455,Private room,75,3,57,2018-06-05,0.82,1,290
743479,Charming light-filled 2 room studio,290022,Jessica,,Bella Vista,37.80066484032898,-122.23467736554036,Entire home/apt,80,5,11,2015-08-10,0.16,1,0
752568,Lakeshore Studio Walk Score 98,3958182,Kanyakon (Na) And Steve,,Trestle Glen,37.81106119602511,-122.24170827083174,Entire home/apt,86,3,131,2018-07-02,2.15,1,330
758837,Great One Bedroom Apt in Temescal,3998710,Whit,,Temescal,37.82969242156249,-122.26362167595354,Entire home/apt,80,3,22,2016-11-26,0.32,1,0
778782,"Kid-Friendly Spacious Home, Sleeps 3 + Kids",201447,Diana,,Shafter,37.836024747278074,-122.25348845939459,Entire home/apt,240,3,20,2017-12-27,0.37,2,186
792407,"4+ Bedrooms,  Oakland Hills view home",4019173,Scott,,Glen Highlands,37.842359400809535,-122.21572954027947,Entire home/apt,550,3,3,2014-08-05,0.05,1,231
799533,Urban Farmhouse Guest Room,56678,John,,Santa Fe,37.844249459174556,-122.27222193982836,Private room,50,1,239,2018-07-09,6.80,1,238
806104,Oakland CA (Rockridge) Studio,401608,Jeremy,,Rockridge,37.85073134652834,-122.2495568808516,Entire home/apt,130,3,60,2018-05-26,0.89,1,317
818649,Stylish Rockridge Home and Garden,274977,Adam,,Rockridge,37.85012401511095,-122.25144246341516,Entire home/apt,555,2,0,,,1,0
819831,Chateau Gato  - Pour La Famille!,4305528,Joanna,,Upper Laurel,37.7961233957466,-122.19505479891123,Entire home/apt,100,5,12,2018-02-24,0.19,1,57
828695,Upper Rockridge @ Buena Vista st.,204441,Gary,,Upper Rockridge,37.84925859854362,-122.23275025836129,Entire home/apt,120,2,55,2018-05-22,0.93,1,347
832407,"Charming Apt in Craftsman Home, Walkscore of 80",4729074,Claudia,,Lakeshore,37.81783450232155,-122.24109516232996,Entire home/apt,120,5,53,2018-06-23,0.85,1,307
832622,"Lovely Home near SF and Berkeley,",4344400,Kimberly,,Millsmont,37.778483187472666,-122.17737954786881,Entire home/apt,149,3,47,2018-05-29,0.77,2,295
